sku,Image Name,ref,attribute_set_code,product_type,product_websites,country_of_manufacture,name,description,short_description,weight,product_online,tax_class_name,visibility,price,additional_attributes,qty,is_in_stock,categories
1140663679,crayons-de-couleur-naturals-boite-de-24-pcs,115024,Products,simple,base,Indonesia,"CRAYONS DE COULEUR NATURALS BOITE DE 24 PCS ""FABER CASTELL"" REF:115024","Découvrez les crayons de couleur FABER CASTELL ""Naturals"", un produit de haute qualité conçu pour le plaisir du dessin.
 Ce pack de 24 crayons combine des couleurs vives et un design ergonomique, avec un corps hexagonal en bois certifié FSC pour une prise en main confortable qui empêche les crayons de rouler.
 La mine de 2,9 mm est douce et riche en pigments, permettant de couvrir facilement de grandes surfaces.
 Grâce à un procédé de collage spécial (SV), la mine est aussi particulièrement résistante à la casse, ce qui réduit le temps de taille.
 Soucieux de l'environnement, le produit est livré dans un emballage 100% en carton recyclé, et son transport est entièrement exempt de plastique.
 Sans plastique, non toxiques et sûrs pour les enfants, ces crayons sont une option responsable et durable.
 Ils sont disponibles en plusieurs assortiments, jusqu'à 24 couleurs","Crayons de couleur FABER CASTELL ""Naturals"" de haute qualité, en bois certifié FSC et dans un emballage 100% recyclé.
 Leur forme hexagonale ergonomique et leur mine très résistante à la casse rendent le dessin agréable.",160,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115024",999,1,
1140663712,crayons-de-couleur-classic-world-couleurs-boite-x10,115802,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC WORLD COULEURS BOITE X10 ""FABER CASTELL"" REF:115802","Découvrez le pack de 10 crayons de couleur Classic World Colours, une collection unique conçue pour que les enfants puissent représenter fidèlement toutes les carnations.
 Ces crayons, aux teintes parfaitement mélangeables, ouvrent les horizons et éduquent sur la diversité.
 Fabriqués en bois certifié FSC issu de forêts durables, ils sont à la fois écologiques et sûrs.
 Leur corps hexagonal assure une prise en main confortable, et leurs mines de 3,3 mm sont ultra-résistantes à la casse grâce au procédé de collage spécial (SV).
 Douces et riches en pigments, elles couvrent de grandes surfaces avec des couleurs vives.
 Non toxiques et dotés d'un espace pour écrire son nom, ces crayons sont l'outil idéal pour que les enfants s'expriment et se représentent de manière inclusive.","Ce pack de 10 crayons de couleur World Colours est conçu pour représenter toutes les teintes de peau, encourageant la diversité chez les enfants.
 Leur mine, très résistante à la casse, et leur corps hexagonal en bois certifié FSC garantissent une utilisation confortable et durable.",70,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115802",999,1,
1140663713,crayons-de-couleur-classic-world-couleurs-boite-x22,115803,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC WORLD COULEURS BOITE X22 ""FABER CASTELL"" REF:115803","Découvrez le pack de 22 crayons de couleur Classic World Colours, une collection unique conçue pour que les enfants puissent représenter fidèlement toutes les carnations.
 Ces crayons, aux teintes parfaitement mélangeables, ouvrent les horizons et éduquent sur la diversité.
 Fabriqués en bois certifié FSC issu de forêts durables, ils sont à la fois écologiques et sûrs.
 Leur corps hexagonal assure une prise en main confortable, et leurs mines de 3,3 mm sont ultra-résistantes à la casse grâce au procédé de collage spécial (SV).
 Douces et riches en pigments, elles couvrent de grandes surfaces avec des couleurs vives.
 Non toxiques et dotés d'un espace pour écrire son nom, ces crayons sont l'outil idéal pour que les enfants s'expriment et se représentent de manière inclusive","Ce pack de 22 crayons de couleur World Colours est conçu pour représenter toutes les teintes de peau, encourageant la diversité chez les enfants.
 Leur mine, très résistante à la casse, et leur corps hexagonal en bois certifié FSC garantissent une utilisation confortable et durable",150,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115803",999,1,
1140663740,crayons-de-couleur-classic-boite-rond-metal-x12,115826,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE ROND METAL X12 ""FABER CASTELL"" REF:115826","Découvrez ce coffret de 12 crayons de couleur classiques FABER CASTELL, présentés dans une élégante boîte métallique ronde.
 Ces crayons offrent des couleurs vives et lumineuses qui rendront vos dessins éclatants.
 Leur corps de forme hexagonale assure une prise en main confortable et empêche les crayons de rouler sur la table.
 Fabriqués avec du bois issu de forêts certifiées durables (FSC), ils sont non seulement agréables à utiliser, mais aussi respectueux de l'environnement.
 De plus, leur mine est protégée contre la casse, garantissant une durabilité et une fiabilité à toute épreuve","Ce coffret de 12 crayons de couleur FABER CASTELL offre des couleurs vives et lumineuses.
 De forme hexagonale classique, ils sont fabriqués en bois certifié FSC et leur mine est protégée contre la casse, garantissant une utilisation durable et confortable",140,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115826",999,1,
1140663741,crayons-de-couleur-classic-boite-rond-metal-x24,115827,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE ROND METAL X24 ""FABER CASTELL"" REF:115827","Découvrez ce coffret de 24 crayons de couleur classiques FABER CASTELL, présentés dans une élégante boîte métallique ronde.
 Ces crayons offrent des couleurs vives et lumineuses qui rendront vos dessins éclatants.
 Leur corps de forme hexagonale assure une prise en main confortable et empêche les crayons de rouler sur la table.
 Fabriqués avec du bois issu de forêts certifiées durables (FSC), ils sont non seulement agréables à utiliser, mais aussi respectueux de l'environnement.
 De plus, leur mine est protégée contre la casse, garantissant une durabilité et une fiabilité à toute épreuve","Ce coffret de 24 crayons de couleur FABER CASTELL offre des couleurs vives et lumineuses.
 De forme hexagonale classique, ils sont fabriqués en bois certifié FSC et leur mine est protégée contre la casse, garantissant une utilisation durable et confortable.",240,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115827",999,1,
1140663742,crayons-de-couleur-classic-boite-rond-metal-x36,115828,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE ROND METAL X36 ""FABER CASTELL"" REF:115828","Découvrez ce coffret de 36 crayons de couleur classiques FABER CASTELL, présentés dans une élégante boîte métallique ronde.
 Ces crayons offrent des couleurs vives et lumineuses qui rendront vos dessins éclatants.
 Leur corps de forme hexagonale assure une prise en main confortable et empêche les crayons de rouler sur la table.
 Fabriqués avec du bois issu de forêts certifiées durables (FSC), ils sont non seulement agréables à utiliser, mais aussi respectueux de l'environnement.
 De plus, leur mine est protégée contre la casse, garantissant une durabilité et une fiabilité à toute épreuve.","Ce coffret de 36 crayons de couleur FABER CASTELL offre des couleurs vives et lumineuses.
 De forme hexagonale classique, ils sont fabriqués en bois certifié FSC et leur mine est protégée contre la casse, garantissant une utilisation durable et confortable.",340,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115828",999,1,
1140663721,crayons-de-couleur-classic-boite-metalic-x12,115844,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE METALIC X12 ""FABER CASTELL"" REF:115844","Découvrez ce pack de 12 crayons de couleur FABER CASTELL Classic 115844, présentés dans un élégant boîtier métallique.
 Conçus pour la durabilité et la créativité, ces crayons possèdent une mine extra-épaisse dotée d'une forte pigmentation pour des couleurs éclatantes et lumineuses.
 Leur forme hexagonale classique offre une prise en main confortable, tandis que leur mine est incassable grâce à un collage spécial, ce qui en fait un choix fiable même pour les plus jeunes artistes.
 Le bois utilisé est certifié issu de forêts gérées de manière durable, alliant ainsi qualité, performance et respect de l'environnement.","Ce coffret de 12 crayons de couleur FABER CASTELL, présenté dans une boîte métallique, est idéal pour un usage intensif.
 Sa mine extra-épaisse et sa forte pigmentation garantissent des couleurs intenses, et sa forme hexagonale assure une prise en main confortable.",150,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115844",999,1,
1140663723,crayons-de-couleur-classic-boite-metalic-x24,115845,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE METALIC X24 ""FABER CASTELL"" REF:115845","Découvrez ce pack de 24 crayons de couleur FABER CASTELL Classic 115844, présentés dans un élégant boîtier métallique.
 Conçus pour la durabilité et la créativité, ces crayons possèdent une mine extra-épaisse dotée d'une forte pigmentation pour des couleurs éclatantes et lumineuses.
 Leur forme hexagonale classique offre une prise en main confortable, tandis que leur mine est incassable grâce à un collage spécial, ce qui en fait un choix fiable même pour les plus jeunes artistes.
 Le bois utilisé est certifié issu de forêts gérées de manière durable, alliant ainsi qualité, performance et respect de l'environnement.","Ce coffret de 24 crayons de couleur FABER CASTELL, présenté dans une boîte métallique, est idéal pour un usage intensif.
 Sa mine extra-épaisse et sa forte pigmentation garantissent des couleurs intenses, et sa forme hexagonale assure une prise en main confortable.",250,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115845",999,1,
1140663724,crayons-de-couleur-classic-boite-metalic-x36,115846,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE METALIC X36 ""FABER CASTELL"" REF:115846","Découvrez ce pack de 36 crayons de couleur FABER CASTELL Classic 115844, présentés dans un élégant boîtier métallique.
 Conçus pour la durabilité et la créativité, ces crayons possèdent une mine extra-épaisse dotée d'une forte pigmentation pour des couleurs éclatantes et lumineuses.
 Leur forme hexagonale classique offre une prise en main confortable, tandis que leur mine est incassable grâce à un collage spécial, ce qui en fait un choix fiable même pour les plus jeunes artistes.
 Le bois utilisé est certifié issu de forêts gérées de manière durable, alliant ainsi qualité, performance et respect de l'environnement.","Ce coffret de 36 crayons de couleur FABER CASTELL, présenté dans une boîte métallique, est idéal pour un usage intensif.
 Sa mine extra-épaisse et sa forte pigmentation garantissent des couleurs intenses, et sa forme hexagonale assure une prise en main confortable.",350,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115846",999,1,
1140663726,crayons-de-couleur-classic-boite-metalic-x48,115849,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE METALIC X48 ""FABER CASTELL"" REF:115849","Découvrez ce pack de 48 crayons de couleur FABER CASTELL Classic 115844, présentés dans un élégant boîtier métallique.
 Conçus pour la durabilité et la créativité, ces crayons possèdent une mine extra-épaisse dotée d'une forte pigmentation pour des couleurs éclatantes et lumineuses.
 Leur forme hexagonale classique offre une prise en main confortable, tandis que leur mine est incassable grâce à un collage spécial, ce qui en fait un choix fiable même pour les plus jeunes artistes.
 Le bois utilisé est certifié issu de forêts gérées de manière durable, alliant ainsi qualité, performance et respect de l'environnement.","Ce coffret de 48 crayons de couleur FABER CASTELL, présenté dans une boîte métallique, est idéal pour un usage intensif.
 Sa mine extra-épaisse et sa forte pigmentation garantissent des couleurs intenses, et sa forme hexagonale assure une prise en main confortable.",450,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115849",999,1,
1140663680,crayons-de-couleur-classic-mini-boite-de-12-pcs,115851,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC MINI BOITE DE 12 PCS ""FABER CASTELL"" REF:115851","Découvrez ce pack de 12 demi-crayons de couleur classiques FABER CASTELL, présenté dans un étui en carton pratique.
 Idéaux pour les petites mains, ces crayons de forme hexagonale standard offrent des couleurs vives et riches, et incluent même une teinte dorée pour une touche d'éclat.
 Leur mine de 3,3 mm est particulièrement résistante à la casse grâce à un procédé de collage spécial, ce qui garantit une longue durée de vie et une expérience de dessin sans interruption.
 En tant que produit Eco Pencil, ils sont fabriqués à partir de bois issu de forêts gérées durablement, ce qui en fait un choix à la fois créatif et respectueux de l'environnement.","Ce pack de 12 demi-crayons de couleur classiques de FABER CASTELL offre des teintes riches et vives, incluant la couleur or.
 Leur mine de 3,3 mm est protégée contre la casse par un procédé de collage spécial.",60,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115851",999,1,
1140663681,crayons-de-couleur-classic-boite-de-12-pcs,115852,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE DE 12 PCS ""FABER CASTELL"" REF:115852","Découvrez ce pack de 12 crayons de couleur classiques, parfaits pour tous vos projets créatifs.
 Ces crayons de taille standard et de forme hexagonale offrent un grand confort d'utilisation et une bonne prise en main.
 Grâce à leur forte pigmentation, ils délivrent des couleurs vives et éclatantes. La mine, très résistante à la casse grâce à un procédé de collage spécial, vous garantit une durabilité exceptionnelle.
 Les crayons de cette gamme sont disponibles en un large éventail de couleurs, jusqu'à 60 teintes différentes, pour une créativité sans limites.","Ce pack de 12 crayons de couleur classiques offre des teintes vives et intenses.
 Leur forme hexagonale assure une bonne prise en main, et leur mine est particulièrement résistante à la casse grâce à un procédé de collage spécial, garantissant durabilité et fiabilité.",80,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115852",999,1,
1140663682,crayons-de-couleur-classic-boite-de-24-pcs,115854,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE DE 24 PCS ""FABER CASTELL"" REF:115854","Découvrez ce pack de 24 crayons de couleur classiques, parfaits pour tous vos projets créatifs.
 Ces crayons de taille standard et de forme hexagonale offrent un grand confort d'utilisation et une bonne prise en main.
 Grâce à leur forte pigmentation, ils délivrent des couleurs vives et éclatantes. La mine, très résistante à la casse grâce à un procédé de collage spécial, vous garantit une durabilité exceptionnelle.
 Les crayons de cette gamme sont disponibles en un large éventail de couleurs, jusqu'à 60 teintes différentes, pour une créativité sans limites.","Ce pack de 24 crayons de couleur classiques offre des teintes vives et intenses.
 Leur forme hexagonale assure une bonne prise en main, et leur mine est particulièrement résistante à la casse grâce à un procédé de collage spécial, garantissant durabilité et fiabilité.",160,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115854",999,1,
1140663683,crayons-de-couleur-classic-boite-de-36-pcs,115856,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE DE 36 PCS ""FABER CASTELL"" REF:115856","Découvrez ce pack de 36 crayons de couleur classiques, parfaits pour tous vos projets créatifs.
 Ces crayons de taille standard et de forme hexagonale offrent un grand confort d'utilisation et une bonne prise en main.
 Grâce à leur forte pigmentation, ils délivrent des couleurs vives et éclatantes.
 La mine, très résistante à la casse grâce à un procédé de collage spécial, vous garantit une durabilité exceptionnelle.
 Les crayons de cette gamme sont disponibles en un large éventail de couleurs, jusqu'à 60 teintes différentes, pour une créativité sans limites.","Ce pack de 36 crayons de couleur classiques offre des teintes vives et intenses.
 Leur forme hexagonale assure une bonne prise en main, et leur mine est particulièrement résistante à la casse grâce à un procédé de collage spécial, garantissant durabilité et fiabilité.",240,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115856",999,1,
1140663684,crayons-de-couleur-classic-boite-de-48-pcs,115858,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE DE 48 PCS ""FABER CASTELL"" REF:115858","Découvrez ce pack de 48 crayons de couleur classiques, parfaits pour tous vos projets créatifs.
 Ces crayons de taille standard et de forme hexagonale offrent un grand confort d'utilisation et une bonne prise en main.
 Grâce à leur forte pigmentation, ils délivrent des couleurs vives et éclatantes. La mine, très résistante à la casse grâce à un procédé de collage spécial, vous garantit une durabilité exceptionnelle.
 Les crayons de cette gamme sont disponibles en un large éventail de couleurs, jusqu'à 60 teintes différentes, pour une créativité sans limites.","Ce pack de 48 crayons de couleur classiques offre des teintes vives et intenses.
 Leur forme hexagonale assure une bonne prise en main, et leur mine est particulièrement résistante à la casse grâce à un procédé de collage spécial, garantissant durabilité et fiabilité.",320,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115858",999,1,
1140663727,crayons-de-couleur-classic-boite-metalic-x60,115893,Products,simple,base,Indonesia,"CRAYONS DE COULEUR CLASSIC BOITE METALIC X60 ""FABER CASTELL"" REF:115893","Découvrez ce pack de 60 crayons de couleur FABER CASTELL Classic 115844, présentés dans un élégant boîtier métallique.
 Conçus pour la durabilité et la créativité, ces crayons possèdent une mine extra-épaisse dotée d'une forte pigmentation pour des couleurs éclatantes et lumineuses.
 Leur forme hexagonale classique offre une prise en main confortable, tandis que leur mine est incassable grâce à un collage spécial, ce qui en fait un choix fiable même pour les plus jeunes artistes.
 Le bois utilisé est certifié issu de forêts gérées de manière durable, alliant ainsi qualité, performance et respect de l'environnement.","Ce coffret de 60 crayons de couleur FABER CASTELL, présenté dans une boîte métallique, est idéal pour un usage intensif.
 Sa mine extra-épaisse et sa forte pigmentation garantissent des couleurs intenses, et sa forme hexagonale assure une prise en main confortable.",550,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115893",999,1,
