entity_id,sku,type_id,attribute_set_id,created_at,updated_at,a_la_une,am_allow_open_amount,am_available_for_wrapping,am_email_template,am_giftcard_code_image,am_giftcard_code_set,am_giftcard_fee_enable,am_giftcard_fee_type,am_giftcard_fee_value,am_giftcard_lifetime,am_giftcard_prices,am_giftcard_type,am_giftcard_usage,am_offer_item_condition,am_open_amount_max,am_open_amount_min,am_shipping_type,amasty_conf_flipper_image,amasty_conf_matrix,amasty_preorder_cart_label,amasty_preorder_note,amrolepermissions_owner,amtoolkit_canonical,amtoolkit_robots,amxnotif_hide_alert,best_seller,capacity,category_ids,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout,custom_layout_update,custom_layout_update_file,custom_stock_status,description,diameter,dimension,en_promo,format,gallery,gender_product,gift_message_available,has_options,hide_quote_buy_button,image,image_label,links_exist,links_purchased_separately,links_title,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,mgs_brand,minimal_price,mptablerate_shipping_group,msrp,msrp_display_actual_price_type,mwishlist_sku,name,news_from_date,news_to_date,old_id,options_container,page_layout,pattern,price,price_type,price_view,quantity_and_stock_status,quickorder_sku,required_options,rma_allowed,samples_title,shipment_type,short_description,simple_preselect,size,sku,sku_type,sm_degree_height,sm_degree_index,sm_degree_path,sm_degree_width,sm_featured,sm_hoverimage,sm_sizechart,small_image,small_image_label,special_from_date,special_price,special_to_date,status,swatch_image,tax_class_id,techno_ref,thickness,thumb_ar_image,thumb_degree_image,thumbnail,thumbnail_label,tier_price,trending,type,updated_at,url_key,url_path,visibility,weight,weight_type
2648,2118103,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>impression des graduations avec une encre UV pour une résistance optimale, Personnalisation : zone pour écrire son nom.</p>",,,,,,,0,,,/r/a/rapporteur-180-12cm-essentials-maped-ref-146134-0.jpg,"RAPPORTEUR 180° 12cm ESSENTIALS ""MAPED"" REF: 146134",,,,,,"Marquage haute qualité : Rapporteur 180°.","RAPPORTEUR,180°,12cm,ESSENTIALS,MAPED,146134","RAPPORTEUR 180° 12cm ESSENTIALS ""MAPED"" REF: 146134",392,,,,0,,"RAPPORTEUR 180° 12cm ESSENTIALS ""MAPED"" REF: 146134",,,,container2,,,90.000000,,,1,,,,,,"<p>Marquage haute qualité : Rapporteur 180°.</p>",,,,,,,,,,,,/r/a/rapporteur-180-12cm-essentials-maped-ref-146134-0.jpg,"RAPPORTEUR 180° 12cm ESSENTIALS ""MAPED"" REF: 146134",,,,1,/r/a/rapporteur-180-12cm-essentials-maped-ref-146134-0.jpg,2,146134,,,,/r/a/rapporteur-180-12cm-essentials-maped-ref-146134-0.jpg,"RAPPORTEUR 180° 12cm ESSENTIALS ""MAPED"" REF: 146134",,0,,,rapporteur-180-12cm-essentials-maped-ref-146134,,4,108.000000,
2649,1140605791,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>Twist’n Flex The Original se décline en une version encore plus fun, Double graduation.</p>",,,,,,,0,,,/r/e/regle-twistnflex-decor-20cm-en-sachet-maped-ref-279215-3.jpg,"REGLE TWISTNFLEX DECOR 20cm EN SACHET ""MAPED"" REF: 279215",,,,,,"Matériau souple, incassable et ludique, regle double graduation 20cm FUN.","REGLE,TWISTNFLEX,DECOR,20cm,EN,SACHET,MAPED,279215","REGLE TWISTNFLEX DECOR 20cm EN SACHET ""MAPED"" REF: 279215",392,,,,0,,"REGLE TWISTNFLEX DECOR 20cm EN SACHET ""MAPED"" REF: 279215",,,,container2,,,390.000000,,,1,,,,,,"<p>Matériau souple, incassable et ludique, regle double graduation 20cm FUN.</p>",,,,,,,,,,,,/r/e/regle-twistnflex-decor-20cm-en-sachet-maped-ref-279215-3.jpg,"REGLE TWISTNFLEX DECOR 20cm EN SACHET ""MAPED"" REF: 279215",,,,1,/r/e/regle-twistnflex-decor-20cm-en-sachet-maped-ref-279215-3.jpg,2,279215,,,,/r/e/regle-twistnflex-decor-20cm-en-sachet-maped-ref-279215-3.jpg,"REGLE TWISTNFLEX DECOR 20cm EN SACHET ""MAPED"" REF: 279215",,0,,,regle-twistnflex-decor-20cm-en-sachet-maped-ref-279215,,4,254.000000,
2650,1140605792,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>Twist’n Flex The Original se décline en une version encore plus fun, Double graduation.</p>",,,,,,,0,,,/r/e/regle-twistnflex-decor-30cm-en-sachet-maped-ref-279315-3.jpg,"REGLE TWISTNFLEX DECOR 30cm EN SACHET ""MAPED"" REF: 279315",,,,,,"Matériau souple, incassable et ludique, regle double graduation 30cm FUN.","REGLE,TWISTNFLEX,DECOR,30cm,EN,SACHET,MAPED,279315","REGLE TWISTNFLEX DECOR 30cm EN SACHET ""MAPED"" REF: 279315",392,,,,0,,"REGLE TWISTNFLEX DECOR 30cm EN SACHET ""MAPED"" REF: 279315",,,,container2,,,420.000000,,,1,,,,,,"<p>Matériau souple, incassable et ludique, regle double graduation 30cm FUN.</p>",,,,,,,,,,,,/r/e/regle-twistnflex-decor-30cm-en-sachet-maped-ref-279315-3.jpg,"REGLE TWISTNFLEX DECOR 30cm EN SACHET ""MAPED"" REF: 279315",,,,1,/r/e/regle-twistnflex-decor-30cm-en-sachet-maped-ref-279315-3.jpg,2,279315,,,,/r/e/regle-twistnflex-decor-30cm-en-sachet-maped-ref-279315-3.jpg,"REGLE TWISTNFLEX DECOR 30cm EN SACHET ""MAPED"" REF: 279315",,0,,,regle-twistnflex-decor-30cm-en-sachet-maped-ref-279315,,4,384.000000,
2651,107480501,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>Taille-crayons sans réserve, design basique.</p>",,,,,,,0,,,/t/a/taille-crayons-de-02-trous-metallique-maped-ref-506700-0.jpg,"TAILLE CRAYONS DE 02 TROUS METALLIQUE ""MAPED"" REF: 506700",,,,,,"Taille-crayons 2 trous en métal : durabilité.","TAILLE,CRAYONS,02,TROUS,METALLIQUE,MAPED,506700","TAILLE CRAYONS DE 02 TROUS METALLIQUE ""MAPED"" REF: 506700",392,,,,0,,"TAILLE CRAYONS DE 02 TROUS METALLIQUE ""MAPED"" REF: 506700",,,,container2,,,295.000000,,,1,,,,,,"<p>Taille-crayons 2 trous en métal : durabilité.</p>",,,107480501,,,,,,,,,/t/a/taille-crayons-de-02-trous-metallique-maped-ref-506700-0.jpg,"TAILLE CRAYONS DE 02 TROUS METALLIQUE ""MAPED"" REF: 506700",,,,1,/t/a/taille-crayons-de-02-trous-metallique-maped-ref-506700-0.jpg,2,506700,,,,/t/a/taille-crayons-de-02-trous-metallique-maped-ref-506700-0.jpg,"TAILLE CRAYONS DE 02 TROUS METALLIQUE ""MAPED"" REF: 506700",,0,,,taille-crayons-de-02-trous-metallique-maped-ref-506700,,4,194.000000,
2652,111823927,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>ACRYLIC STUDIO ETUI 12 TUBE 12ml Cette acrylique est idéalement conçue pour l’étude.</p>
 <p>Elle est fabriquée avec la même rigueur que les acryliques extra fines.</p>
 <p>Les couleurs sont vives et profo ndes, richement pigmentées pour un rendu mat satiné. Très adhérente, indélébil e au séchage, elle convient à la plupart des supports. Nettoyage des pinceaux à l’eau</p>",,,,,,,0,,,/a/c/acrylic-studio-etui-12-tubes-de-12ml-pebeo-ref-668200-0_2.jpg,"ACRYLIC STUDIO ETUI 12 TUBES DE 12ml ""PEBEO"" REF: 668200",,,,,,"ACRYLIC STUDIO ETUI 12 TUBE 12ml","ACRYLIC,STUDIO,ETUI,12,TUBES,12ml,PEBEO,668200","ACRYLIC STUDIO ETUI 12 TUBES DE 12ml ""PEBEO"" REF: 668200",394,,,,0,,"ACRYLIC STUDIO ETUI 12 TUBES DE 12ml ""PEBEO"" REF: 668200",,,,container2,,,1980.000000,,,1,,,,,,"ACRYLIC STUDIO ETUI 12 TUBE 12ml",,,111823927,,,,,,,,,/a/c/acrylic-studio-etui-12-tubes-de-12ml-pebeo-ref-668200-0_2.jpg,"ACRYLIC STUDIO ETUI 12 TUBES DE 12ml ""PEBEO"" REF: 668200",,,,1,/a/c/acrylic-studio-etui-12-tubes-de-12ml-pebeo-ref-668200-0_2.jpg,2,668200,,,,/a/c/acrylic-studio-etui-12-tubes-de-12ml-pebeo-ref-668200-0_2.jpg,"ACRYLIC STUDIO ETUI 12 TUBES DE 12ml ""PEBEO"" REF: 668200",,0,,,acrylic-studio-etui-12-tubes-de-12ml-pebeo-ref-668200,,4,266.000000,
2653,1140591551,simple,23,"2021-04-18 15:35:13","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,CN,,,,,,,,,"AQUARELLE FINE ETUIT 12 TUBES 12ml 
 Les couleurs de l'aquarelle pebeo sont faciles à délayer avec une profondeur de ton et une transparence qui ne disparaissent pas au sechage. Les couleurs ont été soigneusement selectionnées pour repondre aux exigences de l'aquarelliste amateur",,,,,,,0,,0,/a/q/aquarelle-fine-etuit-12-tubes-de-12ml-pebeo-ref-668400-0.jpg,"AQUARELLE FINE ETUIT 12 TUBES DE 12ml ""PEBEO"" REF: 668400",,,,,,"AQUARELLE FINE ETUIT 12 TUBES 12ml","AQUARELLE,FINE,ETUIT,12,TUBES,12ml,PEBEO,668400","AQUARELLE FINE ETUIT 12 TUBES DE 12ml ""PEBEO"" REF: 668400",394,,,,0,,"AQUARELLE FINE ETUIT 12 TUBES DE 12ml ""PEBEO"" REF: 668400",,,,container2,,,1750.000000,,,1,,,1,,,"AQUARELLE FINE ETUIT 12 TUBES 12ml",,,,,,,,,0,,,/a/q/aquarelle-fine-etuit-12-tubes-de-12ml-pebeo-ref-668400-0.jpg,"AQUARELLE FINE ETUIT 12 TUBES DE 12ml ""PEBEO"" REF: 668400",,,,1,/a/q/aquarelle-fine-etuit-12-tubes-de-12ml-pebeo-ref-668400-0.jpg,2,668400,,,,/a/q/aquarelle-fine-etuit-12-tubes-de-12ml-pebeo-ref-668400-0.jpg,"AQUARELLE FINE ETUIT 12 TUBES DE 12ml ""PEBEO"" REF: 668400",,0,,,aquarelle-fine-etuit-12-tubes-de-12ml-pebeo-ref-668400,,4,312.000000,
2654,2516912,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"Boîte contenant 12 tubes d'huile XL 12 ml, moderne et idéale pour le travail de la matière.
 Leurs couleurs sont vives et profondes, intenses, permanentes et d'une remarquable résistance 
  Leur viscosité est constante d'une couleur à l'autre. Elles se diluent à l'aide d'essences, huiles ou médiums en fonction de l'effet recherché.
 Sec au toucher en 3 à 6 jours en application moyenne.",,,,,,,0,,,/h/u/huile-fine-xl-etui-de-12-de-12ml-pebeo-ref-668100-0.jpg,"HUILE FINE XL ETUI DE 12 DE 12ml ""PEBEO"" REF: 668100",,,,,,"HUILE FINE XL ETUI DE 12x12ML","HUILE,FINE,XL,ETUI,12,12ml,PEBEO,668100","HUILE FINE XL ETUI DE 12 DE 12ml ""PEBEO"" REF: 668100",394,,,,0,,"HUILE FINE XL ETUI DE 12 DE 12ml ""PEBEO"" REF: 668100",,,,container2,,,1750.000000,,,1,,,,,,"HUILE FINE XL ETUI DE 12x12ML",,,,,,,,,,,,/h/u/huile-fine-xl-etui-de-12-de-12ml-pebeo-ref-668100-0.jpg,"HUILE FINE XL ETUI DE 12 DE 12ml ""PEBEO"" REF: 668100",,,,1,/h/u/huile-fine-xl-etui-de-12-de-12ml-pebeo-ref-668100-0.jpg,2,668100,,,,/h/u/huile-fine-xl-etui-de-12-de-12ml-pebeo-ref-668100-0.jpg,"HUILE FINE XL ETUI DE 12 DE 12ml ""PEBEO"" REF: 668100",,0,,,huile-fine-xl-etui-de-12-de-12ml-pebeo-ref-668100,,4,315.000000,
2655,110327801,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"JEU DE PINCEAU DE 08 PIECES POLYAMIDE DORE SOUS BLISTER
 Les brosses plates polyamide jaune permettent un chargement facile pour travailler rapidement. Elles sont flexibles et résistants. 
 Ces brosses disposent d'une virole en acier inoxydable et d'un manche en bois. 
 Cet assortiment de brosses en polyamide jaune est idéal pour les applications Loisirs Créatifs.",,,,,,,0,,,/j/e/jeux-de-pinceaux-de-08-pieces-polyamide-dore-sous-blister-pebeo-ref-951170-0.jpg,"JEUX DE PINCEAUX DE 08 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951170",,,,,,"JEU DE PINCEAU DE 08 PIECES POLYAMIDE DORE SOUS BLISTER","JEUX,PINCEAUX,08,PIECES,POLYAMIDE,DORE,SOUS,BLISTER,PEBEO,951170","JEUX DE PINCEAUX DE 08 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951170",394,,,,0,,"JEUX DE PINCEAUX DE 08 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951170",,,,container2,,,2300.000000,,,1,,,,,,"JEU DE PINCEAU DE 08 PIECES POLYAMIDE DORE SOUS BLISTER",,,110327801,,,,,,,,,/j/e/jeux-de-pinceaux-de-08-pieces-polyamide-dore-sous-blister-pebeo-ref-951170-0.jpg,"JEUX DE PINCEAUX DE 08 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951170",,,,1,/j/e/jeux-de-pinceaux-de-08-pieces-polyamide-dore-sous-blister-pebeo-ref-951170-0.jpg,2,951170,,,,/j/e/jeux-de-pinceaux-de-08-pieces-polyamide-dore-sous-blister-pebeo-ref-951170-0.jpg,"JEUX DE PINCEAUX DE 08 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951170",,0,,,jeux-de-pinceaux-de-08-pieces-polyamide-dore-sous-blister-pebeo-ref-951170,,4,42.000000,
2656,110327301,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"<p>Cette pochette Pébéo Loisirs créatifs comprend 6 pinceaux Polyamide doré plat n°0,2, 4, 10,12,18. Les fibres de polyamide absorbantes et durables.</p>
 <p>La flexibilité des fibres de ces pinceaux les rend parfaits pour appliquer les couleurs diluées.</p>
 <p>Ces brosses disposent d'une virole en acier inoxydable et d'un manche en bois. Les brosses plates polyamide jaune permettent un chargement facile pour travailler rapidement. Elles sont flexibles et résistants.</p>
 <p>Ces brosses disposent d'une virole en acier inoxydable et d'un manche en bois. Cet assortiment de brosses en polyamide jaune est idéal pour les applications Loisirs Créatifs.</p>
 <p> </p>",,,,,,,0,,,/j/e/jeux-de-pinceaux-plat-06-pieces-polyamide-dore-sous-blister-pebeo-ref-951140-0.jpg,"JEUX DE PINCEAUX PLAT 06 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951140",,,,,,"JEU de pinceau plat 06 pièces polyamide doré sous blister","JEUX,PINCEAUX,PLAT,06,PIECES,POLYAMIDE,DORE,SOUS,BLISTER,PEBEO,951140","JEUX DE PINCEAUX PLAT 06 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951140",394,,,,0,,"JEUX DE PINCEAUX PLAT 06 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951140",,,,container2,,,1650.000000,,,1,,,,,,"JEU de pinceau plat 06 pièces polyamide doré sous blister",,,110327301,,,,,,,,,/j/e/jeux-de-pinceaux-plat-06-pieces-polyamide-dore-sous-blister-pebeo-ref-951140-0.jpg,"JEUX DE PINCEAUX PLAT 06 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951140",,,,1,/j/e/jeux-de-pinceaux-plat-06-pieces-polyamide-dore-sous-blister-pebeo-ref-951140-0.jpg,2,951140,,,,/j/e/jeux-de-pinceaux-plat-06-pieces-polyamide-dore-sous-blister-pebeo-ref-951140-0.jpg,"JEUX DE PINCEAUX PLAT 06 PIECES POLYAMIDE DORE SOUS BLISTER ""PEBEO"" REF: 951140",,0,,,jeux-de-pinceaux-plat-06-pieces-polyamide-dore-sous-blister-pebeo-ref-951140,,4,35.000000,
2657,2517012,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,"ette pochette Pébéo Loisirs créatifs comprend de 8 pinceaux Polyamide doré plat n°2, 4, 10, 18, et rond n° 0, 4, 6, 8. Les fibres de polyamide dorésont absorbantes et durables. La flexibilité des fibres des ces pinvceaux les rend parfaits pour appliquer les couleurs diluées. Ces brosses disposent d'une virole en acier inoxydable et d'un manche en bois. 
 Les brosses plates polyamide jaune permettent un chargement facile pour travailler rapidement. Elles sont flexibles et résistants. 
 Ces brosses disposent d'une virole en acier inoxydable et d'un manche en bois. 
 Cet assortiment de brosses en polyamide jaune est idéal pour les applications Loisirs Créatifs.",,,,,,,0,,,/j/e/jeux-de-pinceaux-plat-et-rond-08-pieces-poly-dore-pebeo-ref-951160-0.jpg,"JEUX DE PINCEAUX PLAT ET ROND 08 PIECES POLY DORE ""PEBEO"" REF: 951160",,,,,,,"JEUX,PINCEAUX,PLAT,ET,ROND,08,PIECES,POLY,DORE,PEBEO,951160","JEUX DE PINCEAUX PLAT ET ROND 08 PIECES POLY DORE ""PEBEO"" REF: 951160",394,,,,0,,"JEUX DE PINCEAUX PLAT ET ROND 08 PIECES POLY DORE ""PEBEO"" REF: 951160",,,,container2,,,2300.000000,,,1,,,,,,"Cette pochette Pébéo Loisirs créatifs comprend de 8 pinceaux Polyamide doré plat n°2, 4, 10, 18, et rond n° 0, 4, 6, 8.",,,,,,,,,,,,/j/e/jeux-de-pinceaux-plat-et-rond-08-pieces-poly-dore-pebeo-ref-951160-0.jpg,"JEUX DE PINCEAUX PLAT ET ROND 08 PIECES POLY DORE ""PEBEO"" REF: 951160",,,,1,/j/e/jeux-de-pinceaux-plat-et-rond-08-pieces-poly-dore-pebeo-ref-951160-0.jpg,2,951160,,,,/j/e/jeux-de-pinceaux-plat-et-rond-08-pieces-poly-dore-pebeo-ref-951160-0.jpg,"JEUX DE PINCEAUX PLAT ET ROND 08 PIECES POLY DORE ""PEBEO"" REF: 951160",,0,,,jeux-de-pinceaux-plat-et-rond-08-pieces-poly-dore-pebeo-ref-951160,,4,41.000000,
2658,2692608,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,,,,,,0,,default,0,0,,,,,TN,,,,,,,,,"PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml assortiment de couleurs adapter pour les enfants à l'ecole",,,,,,,0,,0,/p/e/peinture-gouache-boite-de-10-tubes-de-10ml-pebeo-ref-678000-0.jpg,"PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml ""PEBEO"" REF: 678000",,,,,,"PEINTURE gouache boite de 10 tubes de 10 ml","PEINTURE,GOUACHE,BOITE,10,TUBES,10ml,PEBEO,678000","PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml ""PEBEO"" REF: 678000",394,,,,0,,"PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml ""PEBEO"" REF: 678000",,,,container2,,,860.000000,,,1,,,1,,,"PEINTURE gouache boite de 10 tubes de 10 ml",,,,,,,,,0,,,/p/e/peinture-gouache-boite-de-10-tubes-de-10ml-pebeo-ref-678000-0.jpg,"PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml ""PEBEO"" REF: 678000",,,,1,/p/e/peinture-gouache-boite-de-10-tubes-de-10ml-pebeo-ref-678000-0.jpg,2,678000,,,,/p/e/peinture-gouache-boite-de-10-tubes-de-10ml-pebeo-ref-678000-0.jpg,"PEINTURE GOUACHE BOITE DE 10 TUBES DE 10ml ""PEBEO"" REF: 678000",,0,,,peinture-gouache-boite-de-10-tubes-de-10ml-pebeo-ref-678000,,4,0.210000,
2659,2618808,simple,23,"2021-04-18 15:35:19","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,,,,,,0,,default,0,0,,,,,CN,,,,,,,,,"PEINTURE STUDIO GOUACHE ETUI 12 TUBE 12ml 
 Conçus pour répondre aux besoins des étudiants et des jeunes apprentis artistes Excellent rapport qualité / prix et quantité, Des couleurs de qualité qui donneront un résultat de qualité,
  Coffret cadeau parfait, Laissez libre cours à votre créativité.",,,,,,,0,,0,/p/e/peinture-studio-gouache-etui-12-tube-de-12ml-pebeo-ref-668300-0.jpg,"PEINTURE STUDIO GOUACHE ETUI 12 TUBE DE 12ml ""PEBEO"" REF: 668300",,,,,,"PEINTURE studio gouache etui 12 tube 12 ml","PEINTURE,STUDIO,GOUACHE,ETUI,12,TUBE,12ml,PEBEO,668300","PEINTURE STUDIO GOUACHE ETUI 12 TUBE DE 12ml ""PEBEO"" REF: 668300",394,,,,0,,"PEINTURE STUDIO GOUACHE ETUI 12 TUBE DE 12ml ""PEBEO"" REF: 668300",,,,container2,,,1600.000000,,,1,,,1,,,"PEINTURE studio gouache etui 12 tube 12 ml",,,,,,,,,0,,,/p/e/peinture-studio-gouache-etui-12-tube-de-12ml-pebeo-ref-668300-0.jpg,"PEINTURE STUDIO GOUACHE ETUI 12 TUBE DE 12ml ""PEBEO"" REF: 668300",,,,1,/p/e/peinture-studio-gouache-etui-12-tube-de-12ml-pebeo-ref-668300-0.jpg,2,668300,,,,/p/e/peinture-studio-gouache-etui-12-tube-de-12ml-pebeo-ref-668300-0.jpg,"PEINTURE STUDIO GOUACHE ETUI 12 TUBE DE 12ml ""PEBEO"" REF: 668300",,0,,,peinture-studio-gouache-etui-12-tube-de-12ml-pebeo-ref-668300,,4,296.000000,
2660,1140613707,simple,23,"2021-04-18 15:35:27","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,,,,,,0,,default,0,0,,,,,JP,,,,,,,,,"<p>Relevez le défi Parmi les pros, voilà le tout nouveau… Pilot Permanent Marker ! Sa mission ? Ecrire sur tout : le bois, le métal, le plastique… et partout. Son plus ? Résister à tout : l’eau, la lumière, le chaud, le froid… et rester efficace, même si on a égaré son capuchon pendant 24h. Sa présentation ? Design ! Disponible en 4 couleurs et 2 versions, le Permanent Marker 100 et sa pointe fine en ogive est aussi efficace que le Permanent Marker 400 et sa pointe large biseautée…A vous de choisir votre style ! Le nouveau Pilot Permanent Marker a le profil du pro qu’on aime avoir sous la main tous les jours : sérieux, fiable et toujours partant pour relever les défis ! #Happywriting • Largeur d'écriture en mm : 4.00 mm • Taille de pointe en mm (tip size in mm) : 4.50 mm</p>
 
 <iframe width=""729"" height=""410"" src=""https://www.youtube.com/embed/ZG5NgNZ6JzI?list=PL64fdW4VSAkp1C0b8r_MMfF2ydH3rMrTO"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",,,,,,,0,,0,/m/a/marqueur-permanent-400-tete-biseautee-pochette-de-04-couleurs-pilot-ref-sca-400-set4-0.jpg,"MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4",,,,,,"Avec sa pointe large et biseautée, il écrit sur tout et partout, il résiste à tout !","MARQUEUR,PERMANENT,400,TETE,BISEAUTEE,POCHETTE,04,COULEURS,PILOT,SCA-400-SET4","MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4",395,,,660.000000,0,,"MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4",,,,container2,,,550.000000,,,1,,,1,,,"Avec sa pointe large et biseautée, il écrit sur tout et partout, il résiste à tout !",,,,,,,,,0,,,/m/a/marqueur-permanent-400-tete-biseautee-pochette-de-04-couleurs-pilot-ref-sca-400-set4-0.jpg,"MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4",,,,1,/m/a/marqueur-permanent-400-tete-biseautee-pochette-de-04-couleurs-pilot-ref-sca-400-set4-0.jpg,2,SCA-400-SET4,,,,/m/a/marqueur-permanent-400-tete-biseautee-pochette-de-04-couleurs-pilot-ref-sca-400-set4-0.jpg,"MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4",,0,,,marqueur-permanent-400-tete-biseautee-pochette-de-04-couleurs-pilot-ref-sca-400-set4,,4,757.000000,
2661,1140613751,simple,23,"2021-04-18 15:35:27","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,JP,,,,,,,,,"Pour effacer en douceur, les résidus restent ensemble.
 
 Sans PVC.
 Ne contient pas de produits toxiques.
 Emballage en carton fabriqué à partir de papier 100% recyclé.",,,,,,,0,,0,/g/o/gomme-blanche-pilot-ref-ee-c10-20dpk-0.jpg,"GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK",,,,,,"Gomme blanche sans PVC.","GOMME,BLANCHE,PILOT,EE-C10-20DPK","GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK",395,,,204.000000,0,,"GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK",,,,container2,,,170.000000,,,1,,,1,,,"Gomme blanche sans PVC.",,,,,,,,,0,,,/g/o/gomme-blanche-pilot-ref-ee-c10-20dpk-0.jpg,"GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK",,,,1,/g/o/gomme-blanche-pilot-ref-ee-c10-20dpk-0.jpg,2,EE-C10-20DPK,,,,/g/o/gomme-blanche-pilot-ref-ee-c10-20dpk-0.jpg,"GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK",,0,,,gomme-blanche-pilot-ref-ee-c10-20dpk,,4,54.000000,
