entity_id,sku,type_id,attribute_set_id,created_at,updated_at,category_ids,category_names,qty,stock_status,is_in_stock,price,special_price,url_key,name,status,visibility,name,sku,description,short_description,price,special_price,special_from_date,special_to_date,cost,weight,manufacturer,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,media_gallery,old_id,tier_price,color,news_from_date,news_to_date,gallery,status,minimal_price,visibility,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,category_ids,options_container,required_options,has_options,image_label,small_image_label,thumbnail_label,created_at,updated_at,country_of_manufacture,quantity_and_stock_status,custom_layout,custom_layout_update_file,url_key,url_path,msrp,msrp_display_actual_price_type,price_type,sku_type,weight_type,price_view,shipment_type,links_purchased_separately,samples_title,links_title,links_exist,gift_message_available,swatch_image,tax_class_id,mgs_brand,pattern,format,dimension,thickness,diameter,type,capacity,a_la_une,techno_ref,trending,best_seller,gender_product,mptablerate_shipping_group,rma_allowed,en_promo,thumb_degree_image,thumb_ar_image,simple_preselect,amasty_conf_flipper_image,amasty_conf_matrix,am_giftcard_prices,am_allow_open_amount,am_open_amount_min,am_open_amount_max,am_giftcard_fee_enable,am_giftcard_fee_type,am_giftcard_fee_value,am_giftcard_type,am_giftcard_lifetime,am_email_template,am_giftcard_code_set,am_giftcard_code_image,am_available_for_wrapping,amasty_preorder_cart_label,amasty_preorder_note,custom_stock_status,hide_quote_buy_button,amrolepermissions_owner,amtoolkit_canonical,amtoolkit_robots,am_offer_item_condition,am_shipping_type,amxnotif_hide_alert,quickorder_sku,am_giftcard_usage,sm_degree_path,sm_degree_index,sm_degree_width,sm_degree_height,sm_featured,sm_sizechart,sm_hoverimage,size,mwishlist_sku
2523,1140619235,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,8,27,29,891,892",Categories_exported_separately,9999.0000,1,1,2450.000000,,etiquettes-blanches-paquet-de-100-f-a4-02-cd-techno-ref-5216,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216",1,4,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216",,"<div data-content-type=""html"" data-appearance=""default"" data-element=""main"">Etiquette autocolonte blanche.
  Qualité européenne slovène.
  S'adapte à toutes vos imprimantes jet d'encre et laser, photocopieur, … etc.
  Format A4, étiquettes pour CD.</div>","<p>Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.</p>
<p><span style=""color: #00ccff;""><strong><span style=""color: #000000;"">Pour une meilleure adaptation de vos impressions, téléchargez le fichier du lien ci-après&nbsp;:</span> </strong><span style=""text-decoration: underline; color: #ff0000;""><a style=""color: #ff0000; text-decoration: underline;"" href=""https://technostationery.com.dz/istick"" target=""_blank"" rel=""noopener""><span><strong>https://technostationery.com.dz/istick</strong></span></a></span></span></p>",2450.000000,,,,,0.947000,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216","ETIQUETTES,BLANCHES,PAQUET,100,F,A4,02,CD,TECHNO,5216","Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.",/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02-cd-techno-ref-5216.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02-cd-techno-ref-5216.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02-cd-techno-ref-5216.jpg,,,,,,,,1,,4,,,,,,,container2,,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) CD ""TECHNO"" REF: 5216",,,SI,1,,,etiquettes-blanches-paquet-de-100-f-a4-02-cd-techno-ref-5216,,,0,,,,,,,,,,0,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02-cd-techno-ref-5216.jpg,2,401,,,514,,,,,0,5216,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,0,0,,,,,,,0,,,,
2524,1140619231,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,8,27,29,891,892",Categories_exported_separately,9998.0000,1,1,2450.000000,,etiquettes-blanches-paquet-de-100-f-a4-02-techno-ref-5214,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214",1,4,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214",,"<div data-content-type=""html"" data-appearance=""default"" data-element=""main"">Etiquette autocolonte blanche.
  Qualité européenne slovène.
  S'adapte à toutes vos imprimantes jet d'encre et laser, photocopieur, … etc.
  Format A4, 02 étiquettes.</div>","<p>Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.</p>
<p><span style=""color: #00ccff;""><strong><span style=""color: #000000;"">Pour une meilleure adaptation de vos impressions, téléchargez le fichier du lien ci-après&nbsp;:</span> </strong><span style=""text-decoration: underline; color: #ff0000;""><a style=""color: #ff0000; text-decoration: underline;"" href=""https://technostationery.com.dz/istick"" target=""_blank"" rel=""noopener""><span><strong>https://technostationery.com.dz/istick</strong></span></a></span></span></p>",2450.000000,,,,,0.947000,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214","ETIQUETTES,BLANCHES,PAQUET,100,F,A4,02,TECHNO,5214","Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.",/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02--techno-ref-5214.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02--techno-ref-5214.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02--techno-ref-5214.jpg,,,,,,,,1,,4,,,,,,,container2,,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 02) ""TECHNO"" REF: 5214",,,SI,1,,,etiquettes-blanches-paquet-de-100-f-a4-02-techno-ref-5214,,,0,,,,,,,,,,0,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-02--techno-ref-5214.jpg,2,401,,,515,,,,,0,5214,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,,0,,,,,,,0,,,,
2525,1140619218,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,8,27,29,891,892",Categories_exported_separately,9985.0000,1,1,2450.000000,,etiquettes-blanches-paquet-de-100-f-a4-01-techno-ref-5215,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215",1,4,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215",,"<div data-content-type=""html"" data-appearance=""default"" data-element=""main"">Etiquette autocolonte blanche.
  Qualité européenne slovène.
  S'adapte à toutes vos imprimantes jet d'encre et laser, photocopieur, … etc.
  Format A5.</div>","<p>Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.</p>
<p><span style=""color: #00ccff;""><strong><span style=""color: #000000;"">Pour une meilleure adaptation de vos impressions, téléchargez le fichier du lien ci-après&nbsp;:</span> </strong><span style=""text-decoration: underline; color: #ff0000;""><a style=""color: #ff0000; text-decoration: underline;"" href=""https://technostationery.com.dz/istick"" target=""_blank"" rel=""noopener""><span><strong>https://technostationery.com.dz/istick</strong></span></a></span></span></p>",2450.000000,,,,,0.947000,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215","ETIQUETTES,BLANCHES,PAQUET,100,F,A4,01,TECHNO,5215","Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.",/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-01--techno-ref-5215.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-01--techno-ref-5215.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-01--techno-ref-5215.jpg,,,,,,,,1,,4,,,,,,,container2,,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 01) ""TECHNO"" REF: 5215",,,SI,1,,,etiquettes-blanches-paquet-de-100-f-a4-01-techno-ref-5215,,,0,,,,,,,,,,0,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-01--techno-ref-5215.jpg,2,401,,,516,,,,,0,5215,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,0,0,,,,,,,0,,,,
2526,1140611638,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9988.0000,1,1,11500.000000,,destructeur-documents-d-25-techno-ref-4757,"DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757",1,4,"DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757",,"Type de coupe : Droite 
  Niveau de sécurité : 2
  Capacité de destruction : 5 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 10 Litres
  Largeur de coupe (mm) : 6.8mm
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée de marche max (min) : 1 min
  Temps de pause (min) : 25 min
  Vitesse de destruction (mm/s) : 63 mm/s
  Dimensions (mm) : 300*162*280 extensible 
  Poids (kg) : 1.6 kg","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",11500.000000,,,,,1.645000,,"DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757","DESTRUCTEUR,DOCUMENTS,D,25,TECHNO,4757","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-d-25-techno-ref-4757.jpg,/d/e/destructeur-documents-d-25-techno-ref-4757.jpg,/d/e/destructeur-documents-d-25-techno-ref-4757.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757","DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757","DESTRUCTEUR DOCUMENTS D 25 ""TECHNO"" REF: 4757",,,CN,1,,,destructeur-documents-d-25-techno-ref-4757,,,0,,,,,,,,,,0,/d/e/destructeur-documents-d-25-techno-ref-4757.jpg,2,401,,,517,,,,,0,4757,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,1140611639,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9999.0000,1,1,21500.000000,,destructeur-documents-c-35-techno-ref-4758,"DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758",1,4,"DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758",,"Type de coupe : Croisée
  Niveau de sécurité : 3
  Capacité de destruction : 5 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 14 Litres
  Largeur de coupe (mm) : 4*39mm
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée de marche max (min) : 2 min
  Temps de pause (min) : 15 min
  Vitesse de destruction (mm/s) : 53 mm/s
  Dimensions (mm) : 308*180*360
  Poids (kg) : 3 kg","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",21500.000000,,,,,2.990000,,"DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758","DESTRUCTEUR,DOCUMENTS,C,35,TECHNO,4758","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-c-35-techno-ref-4758.jpg,/d/e/destructeur-documents-c-35-techno-ref-4758.jpg,/d/e/destructeur-documents-c-35-techno-ref-4758.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758","DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758","DESTRUCTEUR DOCUMENTS C 35 ""TECHNO"" REF: 4758",,,CN,1,,,destructeur-documents-c-35-techno-ref-4758,,,0,,,,,,,,,,0,/d/e/destructeur-documents-c-35-techno-ref-4758.jpg,2,401,,,518,,,,,0,4758,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,,0,,,,,,,0,,,,
2528,1140611643,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9998.0000,1,1,23000.000000,,destructeur-documents-c-35-cd-carte-magn-techno-ref-4762,"DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762",1,4,"DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762",,"Type de coupe : Croisée
  Niveau de sécurité : 3
  Capacité de destruction : 5 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 12 Litres
  Largeur de coupe (mm) : 4*39mm
  Option : CD / Carte de crédit 
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée de marche max (min) : 2 min
  Temps de pause (min) : 20 min
  Vitesse de destruction (mm/s) : 53 mm/s
  Dimensions (mm) : 310*164*380
  Poids (kg) : 3.1 kg","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",23000.000000,,,,,3.100000,,"DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762","DESTRUCTEUR,DOCUMENTS,C,35+,CD-CARTE,MAGN,TECHNO,4762","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-c-35-avec-cd-carte-magn-techno-ref-4762.jpg,/d/e/destructeur-documents-c-35-avec-cd-carte-magn-techno-ref-4762.jpg,/d/e/destructeur-documents-c-35-avec-cd-carte-magn-techno-ref-4762.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762","DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762","DESTRUCTEUR DOCUMENTS C 35+ CD-CARTE MAGN ""TECHNO"" REF: 4762",,,CN,1,,,destructeur-documents-c-35-cd-carte-magn-techno-ref-4762,,,0,,,,,,,,,,0,/d/e/destructeur-documents-c-35-avec-cd-carte-magn-techno-ref-4762.jpg,2,401,,,519,,,,,0,4762,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,1140611640,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9998.0000,1,1,34000.000000,,destructeur-documents-c-310-cd-carte-magn-techno-ref-4759,"DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759",1,4,"DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759",,"Type de coupe : Croisée
  Niveau de sécurité : 3
  Capacité de destruction : 10 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 21 Litres
  Largeur de coupe (mm) : 4*35mm
  Option : CD / Carte de crédit 
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée marche max (min) : 2 min
  Temps pause (min) : 30 min
  Vitesse de destruction (mm/s) : 36 mm/s
  Dimensions (mm) : 326*227*418
  Poids (kg) : 4.9 kg","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",34000.000000,,,,,5.290000,,"DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759","DESTRUCTEUR,DOCUMENTS,C,310,CD-CARTE,MAGN,TECHNO,4759","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-c-310-cd-carte-magn-techno-ref-4759.jpg,/d/e/destructeur-documents-c-310-cd-carte-magn-techno-ref-4759.jpg,/d/e/destructeur-documents-c-310-cd-carte-magn-techno-ref-4759.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759","DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759","DESTRUCTEUR DOCUMENTS C 310 CD-CARTE MAGN ""TECHNO"" REF: 4759",,,CN,1,,,destructeur-documents-c-310-cd-carte-magn-techno-ref-4759,,,0,,,,,,,,,,0,/d/e/destructeur-documents-c-310-cd-carte-magn-techno-ref-4759.jpg,2,401,,,520,,,,,0,4759,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,1140611641,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9998.0000,1,1,51500.000000,,destructeur-documents-c-48-cd-carte-magn-techno-ref-4760,"DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760",1,4,"DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760",,"Type de coupe : Croisée
  Niveau de sécurité : 4
  Capacité de destruction : 8 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 25 Litres
  Largeur de coupe (mm) : 3*9mm
  Option : CD / Carte de crédit 
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée de marche max (min) : 2 min
  Temps de pause (min) : 30 min
  Vitesse de destruction (mm/s) : 36 mm/s
  Dimensions (mm) : 360*244*464
  Poids (kg) : 7 kg
  Indicateur (Signal): En cas de chauffage","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",51500.000000,,,,,7.200000,,"DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760","DESTRUCTEUR,DOCUMENTS,C,48,CD-CARTE,MAGN,TECHNO,4760","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-c-48-cd-carte-magn-techno-ref-4760.jpg,/d/e/destructeur-documents-c-48-cd-carte-magn-techno-ref-4760.jpg,/d/e/destructeur-documents-c-48-cd-carte-magn-techno-ref-4760.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760","DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760","DESTRUCTEUR DOCUMENTS C 48 CD-CARTE MAGN ""TECHNO"" REF: 4760",,,CN,1,,,destructeur-documents-c-48-cd-carte-magn-techno-ref-4760,,,0,,,,,,,,,,0,/d/e/destructeur-documents-c-48-cd-carte-magn-techno-ref-4760.jpg,2,401,,,521,,,,,0,4760,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,1140611642,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,252,338",Categories_exported_separately,9999.0000,1,1,71850.000000,,destructeur-documents-c-312-techno-ref-4761,"DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761",1,4,"DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761",,"Type de coupe : Croisée
  Niveau de sécurité : 3
  Capacité de destruction : 12 feuilles (A4/80g/m²)
  Contenance de la corbeille (L) : 21 Litres
  Largeur de coupe (mm) : 3.9*38mm
  Démarrage automatique : Oui 
  Marche arrière : Technologie anti bourrage 
  Durée de marche max (min) : 10 min
  Temps de pause (min) : 30 min
  Vitesse de destruction (mm/s) : 50 mm/s
  Dimensions (mm) : 378*245*510
  Poids (kg) : 11.7 kg avec des roulettes 
  Indicateur (signal) : En cas de chauffage, si le fonds est ouvert et au cas où la corbeille est pleine","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",71850.000000,,,,,11.700000,,"DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761","DESTRUCTEUR,DOCUMENTS,C,312,TECHNO,4761","Ce destructeur est parfait pour une utilisation légère dans une petite entreprise ou un bureau à domicile.",/d/e/destructeur-documents-c-312-techno-ref-4761.jpg,/d/e/destructeur-documents-c-312-techno-ref-4761.jpg,/d/e/destructeur-documents-c-312-techno-ref-4761.jpg,,,,,,,,1,,4,,,,,,,container2,,,"DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761","DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761","DESTRUCTEUR DOCUMENTS C 312 ""TECHNO"" REF: 4761",,,CN,1,,,destructeur-documents-c-312-techno-ref-4761,,,0,,,,,,,,,,0,/d/e/destructeur-documents-c-312-techno-ref-4761.jpg,2,401,,,522,,,,,0,4761,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,1140619219,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,8,27,29,891,892",Categories_exported_separately,9979.0000,1,1,2450.000000,,etiquettes-blanches-paquet-de-100-f-a4-65-techno-ref-5200,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200",1,4,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200",,"<div data-content-type=""html"" data-appearance=""default"" data-element=""main"">Etiquette autocolonte blanche.
  Qualité européenne slovène.
  S'adapte à toutes vos imprimantes jet d'encre et laser, photocopieur, … etc.
  Format A4, 65 étiquettes.</div>","<p>Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.</p>
<p><span style=""color: #00ccff;""><strong><span style=""color: #000000;"">Pour une meilleure adaptation de vos impressions, téléchargez le fichier du lien ci-après&nbsp;:</span> </strong><span style=""text-decoration: underline; color: #ff0000;""><a style=""color: #ff0000; text-decoration: underline;"" href=""https://technostationery.com.dz/istick"" target=""_blank"" rel=""noopener""><span><strong>https://technostationery.com.dz/istick</strong></span></a></span></span></p>",2450.000000,,,,,0.947000,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200","ETIQUETTES,BLANCHES,PAQUET,100,F,A4,65,TECHNO,5200","Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.",/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-65--techno-ref-5200_1.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-65--techno-ref-5200_1.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-65--techno-ref-5200_1.jpg,,,,,,,,1,,4,,,,,,,container2,,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 65) ""TECHNO"" REF: 5200",,,SI,1,,,etiquettes-blanches-paquet-de-100-f-a4-65-techno-ref-5200,,,0,,,,,,,,,,0,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-65--techno-ref-5200_1.jpg,2,401,,,523,,,,,0,5200,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,0,0,,,,,,,0,,,,
2533,1140619220,simple,23,"2021-04-18 15:34:48","2026-01-21 14:28:10","2,3,8,27,29,891,892",Categories_exported_separately,9992.0000,1,1,2450.000000,,etiquettes-blanches-paquet-de-100-f-a4-44-techno-ref-5202,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202",1,4,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202",,"<div data-content-type=""html"" data-appearance=""default"" data-element=""main"">Etiquette autocolonte blanche.
  Qualité européenne slovène.
  S'adapte à toutes vos imprimantes jet d'encre et laser, photocopieur, … etc.
  Format A4, 44 étiquettes.</div>","<p>Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.</p>
<p><span style=""color: #00ccff;""><strong><span style=""color: #000000;"">Pour une meilleure adaptation de vos impressions, téléchargez le fichier du lien ci-après&nbsp;:</span> </strong><span style=""text-decoration: underline; color: #ff0000;""><a style=""color: #ff0000; text-decoration: underline;"" href=""https://technostationery.com.dz/istick"" target=""_blank"" rel=""noopener""><span><strong>https://technostationery.com.dz/istick</strong></span></a></span></span></p>",2450.000000,,,,,0.947000,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202","ETIQUETTES,BLANCHES,PAQUET,100,F,A4,44,TECHNO,5202","Que ce soit au bureau ou à la maison, ces étiquettes adhésives répondent à tous vos besoins d'étiquetage en archivage et en classement.",/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-44--techno-ref-5202.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-44--techno-ref-5202.jpg,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-44--techno-ref-5202.jpg,,,,,,,,1,,4,,,,,,,container2,,,"ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202","ETIQUETTES BLANCHES PAQUET DE 100 F (A4 = 44) ""TECHNO"" REF: 5202",,,SI,1,,,etiquettes-blanches-paquet-de-100-f-a4-44-techno-ref-5202,,,0,,,,,,,,,,0,/e/t/etiquettes-blanches-paquet-de-100-f-a4-_-44--techno-ref-5202.jpg,2,401,,,524,,,,,0,5202,0,0,,,1,,,,,,,,,,,,,,,,,,,0,,,,0,0,,default,1,,0,,,,,,,0,,,,
