"All Stores","All Stores"
"All Websites [%1]","All Websites [%1]"
"All custom fields have already been added. You can drag and drop them to the 'Disabled Checkout Fields' section, if you don't need these fields anymore.","All custom fields have already been added. You can drag and drop them to the 'Disabled Checkout Fields' section, if you don't need these fields anymore."
"All design configurations will be erased.","All design configurations will be erased."
"Allow Customers to Use Gift Cards They Bought for Themselves","Allow Customers to Use Gift Cards They Bought for Themselves"
"Allow Gift Messages for Order Items","Allow Gift Messages for Order Items"
"Allow Gift Messages on Order Level","Allow Gift Messages on Order Level"
"Allow Guest Checkout","Allow Guest Checkout"
"Allow Refund for Orders Paid with Gift Card","Allow Refund for Orders Paid with Gift Card"
"Allow Users to Upload Own Images for Gift Card","Allow Users to Upload Own Images for Gift Card"
"Allow to Edit Products in the Order Summary","Allow to Edit Products in the Order Summary"
"Allowed image types: jpg, jpeg, png and gif. Recommended image size is 580x390px.","Allowed image types: jpg, jpeg, png and gif. Recommended image size is 580x390px."
"Allowed image types: jpg, jpeg, png and gif. Recommended image size is 580x390px.<br/> If you're using the barcode element, keep in mind that longer gift codes require wider barcodes for readability. Test the barcode before emailing customers by creating a gift code account in Marketing > Gift Cards > Accounts with your email address. Click 'Save & Send Email' to send the email.","Allowed image types: jpg, jpeg, png and gif. Recommended image size is 580x390px.<br/> If you're using the barcode element, keep in mind that longer gift codes require wider barcodes for readability. Test the barcode before emailing customers by creating a gift code account in Marketing > Gift Cards > Accounts with your email address. Click 'Save & Send Email' to send the email."
Altered,Modifié
Always,Toujours
"Amasty Checkout Payment Methods Block","Amasty Checkout Payment Methods Block"
"Amasty Gift Cards","Amasty Gift Cards"
"Amasty One Step Checkout","Amasty One Step Checkout"
Amount,Montant
"Amount should be specified or Open Amount should be allowed","Amount should be specified or Open Amount should be allowed"
"Amount with specified ID ""%1"" not found.","Amount with specified ID ""%1"" not found."
Amounts,Amounts
"An error has occurred while preparing Gift Card.","An error has occurred while preparing Gift Card."
Analyzed,Analysé
Analyzing,Analyser
Answer,Réponse
Appearance,Apparence
Applied,Appliqué
"Applied Amount","Montant Appliqué"
"Applied Gift Cards","Cartes Cadeaux Appliquées"
Apply,Apply
"Apply Cart Price Rules to Gift Card","Apply Cart Price Rules to Gift Card"
"Apply Discount Code","Appliquer un Code Promo"
"Apply Gift Card","Appliquer la Carte Cadeau"
"Apply Gift Card Code","Apply Gift Card Code"
Approach,Approche
Apr,Apr
April,April
"Are you sure you want to delete selected Account(s)?","Are you sure you want to delete selected Account(s)?"
"Are you sure you want to delete selected Code Pool(s)?","Are you sure you want to delete selected Code Pool(s)?"
"Are you sure you want to delete selected Image(s)?","Are you sure you want to delete selected Image(s)?"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Are you sure you want to remove?","Are you sure you want to remove?"
"Are you sure you would like to remove this item from the shopping cart?","Are you sure you would like to remove this item from the shopping cart?"
Area,Zone
Argument,Argument
Arrange,Organiser
Arranged,Organisé
Array,Tableau
Aspect,Aspect
"Assign Gift Card to Customer Account","Assign Gift Card to Customer Account"
Assignment,Affectation
Assistance,Assistance
Associated,Associé
Association,Association
"Attach PDF Gift Card to Email","Attach PDF Gift Card to Email"
Attached,Attaché
Attachment,"Pièce jointe"
Attempt,Tentative
Attempting,Tenter
Attention,Attention
Attribute,Attribut
Audio,Audio
Aug,Aug
August,August
"Auto-Change Order Status if Fully Covered with Gift Card","Auto-Change Order Status if Fully Covered with Gift Card"
Automatically,Automatiquement
"Automatically Log in Customers After Creating an Account at Checkout","Automatically Log in Customers After Creating an Account at Checkout"
Availability:,Availability:
Available,Disponible
"Available Days","Available Days"
"Available Hours","Available Hours"
Average,Moyenne
Back,Retour
Backend,Backend
Backup,Sauvegarde
Balance,Balance
"Balance Notification Email Template","Balance Notification Email Template"
Basic,Basique
Begun,Commencé
"Below Delivery Date/Time/Comment","Below Delivery Date/Time/Comment"
"Below Shipping Address","Below Shipping Address"
"Below Shipping Address (Amasty One Step Checkout)","Below Shipping Address (Amasty One Step Checkout)"
"Below the Order Total","Below the Order Total"
"Below the Payment Method","Below the Payment Method"
"Below the Selected Payment Method","Below the Selected Payment Method"
"Below the Shipping Address","Below the Shipping Address"
"Below the Shipping Method","Below the Shipping Method"
Benchmark,Référence
"Bill to Name","Bill to Name"
"Billing Address","Adresse de Facturation"
Binding,Liaison
Block,Bloc
"Block Requests from One IP Address","Block Requests from One IP Address"
"Block user’s IP in case the number of requests to validate a gift card exceeds the set number within the particular period of time. The IP address will be blocked according to the conditions set below: exceeding the number of requests for the specified period of time.","Block user’s IP in case the number of requests to validate a gift card exceeds the set number within the particular period of time. The IP address will be blocked according to the conditions set below: exceeding the number of requests for the specified period of time."
Booted,Démarré
"Bottom Block","Bottom Block"
"Bought From","Bought From"
Bound,Lié
Browse,Browse
"Browse Image","Browse Image"
Bug,Bug
Build,Construire
Built,Construit
Button,Bouton
"Buy Gift Cards","Acheter des Cartes Cadeaux"
"CHECKOUT FIELDS CONFIGURATION","CHECKOUT FIELDS CONFIGURATION"
Called,Appelé
"Can't delete Code Pool right now. Please review the log and try again.","Can't delete Code Pool right now. Please review the log and try again."
"Can't delete Image right now. Please review the log and try again.","Can't delete Image right now. Please review the log and try again."
"Can't delete account right now. Please review the log and try again.","Can't delete account right now. Please review the log and try again."
"Can't download image right now. Please review the log and try again.","Can't download image right now. Please review the log and try again."
"Can't download images right now. Please review the log and try again.","Can't download images right now. Please review the log and try again."
"Can't find a Code Pool to delete.","Can't find a Code Pool to delete."
"Can't find a account to delete.","Can't find a account to delete."
"Can't find image to download for account ID %1.","Can't find image to download for account ID %1."
"Can't find the Image to delete.","Can't find the Image to delete."
"Can't send email. Please make sure that field ""Recipient Email"" is filled.","Can't send email. Please make sure that field ""Recipient Email"" is filled."
"Can't send sms. Please make sure that field ""Recipient Phone"" is filled.","Can't send sms. Please make sure that field ""Recipient Phone"" is filled."
Cancel,Annuler
"Cancel Gift Card","Annuler la Carte Cadeau"
"Cannot remove gift card.","Cannot remove gift card."
Capability,Capacité
Capture,Capturer
"Card Type","Card Type"
"Card Value","Card Value"
"Card Value in","Card Value in"
"Carried out",Effectué
"Carrier Title","Carrier Title"
"Cash on Delivery","Paiement à la Livraison"
Category,Catégorie
Cause,Cause
Cell,Cellule
Challenge,Défi
Change,Changement
Changed,Changé
Characteristic,Caractéristique
Chart,Graphique
"Check Balance","Vérifier le Solde"
"Check Gift Card Balance","Vérifier le Solde"
"Check Gift Card Code Status","Check Gift Card Code Status"
"Check Status","Check Status"
Checked,Vérifié
Checking,Vérifier
Checkout,Commande
"Checkout Analytics","Checkout Analytics"
"Checkout Background Color","Checkout Background Color"
"Checkout Design","Checkout Design"
"Checkout Discounts","Checkout Discounts"
"Checkout Page Description","Checkout Page Description"
"Checkout Page Layout","Checkout Page Layout"
"Checkout Page Title","Checkout Page Title"
"Checkout Sections","Checkout Sections"
"Checkout Text Font","Checkout Text Font"
"Checkout page cache (including but not limited to UI components configuration, position of page elements, inactive heavyweight components of the page and so on)","Checkout page cache (including but not limited to UI components configuration, position of page elements, inactive heavyweight components of the page and so on)"
Choice,Choix
"Choose Gift Card Image","Choose Gift Card Image"
"Choose an Option...","Choose an Option..."
"Choose card design","Choose card design"
"Choose card type","Choose card type"
Cited,Cité
City,Ville
Class,Classe
Classic,Classic
Clean,Nettoyer
Clear,Effacer
"Clear Shopping Cart","Vider le Panier"
"Client Image","Client Image"
Clone,Cloner
Close,Close
Closed,Fermé
Code,Code
"Code ""%1"" not found.","Code ""%1"" not found."
"Code Pool","Code Pool"
"Code Pool Name","Code Pool Name"
"Code Pool Template","Code Pool Template"
"Code Pool with specified ID ""%1"" not found.","Code Pool with specified ID ""%1"" not found."
"Code with specified ID ""%1"" not found.","Code with specified ID ""%1"" not found."
"Codes List","Codes List"
"Codes Qty to Generate","Codes Qty to Generate"
"Codes Settings","Codes Settings"
"Codes Template","Codes Template"
"Codes generation successfully completed.","Codes generation successfully completed."
Collection,Collection
"Color Scheme","Color Scheme"
Column,Colonne
Combined,Combiné
Command,Commande
Commenced,Commencé
Comment,Commentaire
Comments,Comments
Company,Société
Complete,Complet
Completed,Terminé
"Completion Rate, %","Completion Rate, %"
Component,Composant
Conclusion,Conclusion
Conditions,Conditions
"Conditions (don't specify conditions if you'd the like rule to be applied to all products)","Conditions (don't specify conditions if you'd the like rule to be applied to all products)"
"Conditions combination","Conditions combination"
Configuration,Configuration
Configured,Configuré
"Confirm Password","Confirmer le Mot de Passe"
Connected,Connecté
Connection,Connexion
Constant,Constante
Content,Contenu
Continue,Continuer
"Continue Shopping","Continuer mes Achats"
Control,Contrôle
Converted,Converti
Copy,Copier
Corrected,Corrigé
"Could not delete the fee: %1","Could not delete the fee: %1"
"Could not find selected image.","Could not find selected image."
"Could not save the fee: %1","Could not save the fee: %1"
Count,Compter
Country,Pays
"Coupon code ""%1"" cannot be applied to the cart because it does not meet certain conditions.
                        Please check the details and try again or contact us for assistance.","Coupon code ""%1"" cannot be applied to the cart because it does not meet certain conditions.
                        Please check the details and try again or contact us for assistance."
Course,Cours
Create,Créer
"Create New Customer Account","Créer un Nouveau Compte Client"
"Create an Account","Créer un Compte"
Created,Créé
"Csv File","Csv File"
Current,Actuel
"Current Balance","Solde Actuel"
"Current Value","Current Value"
Custom,Personnalisé
"Custom Amount in %1","Custom Amount in %1"
"Custom CSS","Custom CSS"
"Custom Field","Custom Field"
"Custom Fields","Custom Fields"
"Custom Order Success Page","Custom Order Success Page"
"Customer Attribute","Customer Attribute"
"Customer Attributes","Customer Attributes"
"Customer Card not found.","Customer Card not found."
"Customer Card with specified ID ""%1"" not found.","Customer Card with specified ID ""%1"" not found."
"Customer Email","Customer Email"
"Customer Group:","Customer Group:"
"Customer Information","Customer Information"
"Customer Information & Shipping Address","Customer Information & Shipping Address"
"Customer is already registered","Customer is already registered"
Customized,Personnalisé
Cut,Couper
Data,Données
"Date of Birth","Date of Birth"
"Date of Certificate Delivery","Date of Certificate Delivery"
"Dear %recipient_name","Dear %recipient_name"
"Dear %recipient_name,","Dear %recipient_name,"
"Dear %sender_name,","Dear %sender_name,"
Debug,Débogage
Dec,Dec
December,December
Default,"Par défaut"
"Default City","Default City"
"Default Country","Default Country"
"Default Payment Method","Default Payment Method"
"Default Region/State","Default Region/State"
"Default Shipping Method","Default Shipping Method"
"Default Value","Default Value"
"Default Values","Default Values"
"Default Zip/Postal Code","Default Zip/Postal Code"
Defended,Défendu
Degree,Degré
Delayed,Retardé
Delete,Supprimer
"Delete Account(s)","Delete Account(s)"
"Delete Card","Delete Card"
"Delete Code Pool(s)","Delete Code Pool(s)"
"Delete Image(s)","Delete Image(s)"
Deleted,Deleted
Delivered,Livré
Delivery,Delivery
"Delivery Comment","Commentaire livraison"
"Delivery Comment Default Text","Delivery Comment Default Text"
"Delivery Date","Date de Livraison"
"Delivery Date Field is Mandatory","Delivery Date Field is Mandatory"
"Delivery Date Info","Delivery Date Info"
"Delivery Information","Delivery Information"
"Delivery Instructions","Instructions de Livraison"
"Delivery Time","Delivery Time"
"Delivery Time Interval","Delivery Time Interval"
"Delivery Timezone","Delivery Timezone"
Deployed,Déployé
Deployment,Déploiement
Depth,Profondeur
Description,Description
Design,Design
"Design Card","Design Card"
Designed,Conçu
Destination,Destination
Details,Détails
"Detect User Country Based on the IP Address and Automatically Fills it in at Checkout","Detect User Country Based on the IP Address and Automatically Fills it in at Checkout"
Detected,Détecté
Develop,Développer
Developed,Développé
Development,Développement
Diagram,Diagramme
Dialog,Dialogue
Difficulty,Difficulté
Dimension,Dimension
Direction,Direction
Disable,Désactiver
"Disable it to show the default order success page instead.<br>
                        Note: if frozen, the control over the order success page is moved to the Thank You Page module.","Disable it to show the default order success page instead.<br>
                        Note: if frozen, the control over the order success page is moved to the Thank You Page module."
Disabled,Désactivé
"Disabled Checkout Fields","Disabled Checkout Fields"
Disconnected,Déconnecté
Discount,Réduction
"Discount Field","Discount Field"
Discovered,Découvert
Discovering,Découvrir
Display,Affichage
"Display Billing Address On","Display Billing Address On"
"Display Header and Footer","Display Header and Footer"
"Display Multiple Shipping Address In","Display Multiple Shipping Address In"
"Display Options","Display Options"
Distance,Distance
Distributed,Distribué
Division,Division
"Do you have a gift card?","Avez-vous une carte cadeau ?"
"Do you really want to delete the image?","Do you really want to delete the image?"
Document,Document
Documentation,Documentation
Documented,Documenté
Done,Fait
Double,Double
Downgrade,Rétrograder
Download,Télécharger
"Download Image","Download Image"
"Download Image(s)","Download Image(s)"
"Drag & Drop to Upload Image","Drag & Drop to Upload Image"
"Drag Icon","Drag Icon"
"Drop fields here","Drop fields here"
Dropdown,Dropdown
"Dropdown Menu","Dropdown Menu"
Duplicate,Dupliquer
"Duplicate amount found.","Duplicate amount found."
Duration,Durée
"Each code on a new line","Each code on a new line"
"Each email on a new line","Each email on a new line"
Earned,Gagné
Edit,Modifier
"Edit Code Pool %1","Edit Code Pool %1"
"Edit Element","Edit Element"
"Edit Gift Code Account","Edit Gift Code Account"
"Edit Gift Image %1","Edit Gift Image %1"
Edited,Édité
Edition,Édition
Education,Éducation
Effect,Effet
Effectiveness,Efficacité
Efficiency,Efficacité
Effort,Effort
Element,Élément
"Element Position","Element Position"
"Element Size","Element Size"
"Email Address","Adresse Email"
"Email Options","Email Options"
"Email Sender","Email Sender"
"Email Template","Email Template"
"Email Tooltip","Email Tooltip"
Employed,Employé
Empty,Vide
Enable,Activer
"Enable Delivery Comment","Enable Delivery Comment"
"Enable Guest Checkout Login","Enable Guest Checkout Login"
"Enable JS and HTML bundling and minifying for checkout page","Enable JS and HTML bundling and minifying for checkout page"
"Enable One Step Checkout","Enable One Step Checkout"
"Enable Terms and Conditions","Enable Terms and Conditions"
"Enable the setting if you want to show the price per item for each product in the Order Summary block","Enable the setting if you want to show the price per item for each product in the Order Summary block"
"Enable the setting to refund Gift Card balance. Please note, only the initial balance value may be returned to Gift Card Account upon refund process","Enable the setting to refund Gift Card balance. Please note, only the initial balance value may be returned to Gift Card Account upon refund process"
"Enable this setting to automatically change an order status to ‘Processing’ if it is fully paid with a gift card.","Enable this setting to automatically change an order status to ‘Processing’ if it is fully paid with a gift card."
Enabled,Activé
"Enabled Checkout Fields","Enabled Checkout Fields"
End,Fin
Ended,Terminé
Enhanced,Amélioré
Enhancement,Amélioration
"Enter Gift Card Code","Entrez le code de votre carte cadeau"
"Enter Gift Card Code.","Enter Gift Card Code."
"Enter Recipient Email","Enter Recipient Email"
"Enter Recipient Name","Enter Recipient Name"
"Enter Sender Name","Enter Sender Name"
"Enter a valid gift card code","Veuillez entrer un code de carte cadeau valide"
"Enter discount code","Entrez votre code promo"
"Enter your Code","Enter your Code"
"Enter your message","Enter your message"
Entity,Entité
Entry,Entrée
Error,Erreur
"Error occurred while deleting Account with ID %1. Error: %2","Error occurred while deleting Account with ID %1. Error: %2"
"Error occurred while deleting Code Pool with ID %1. Error: %2","Error occurred while deleting Code Pool with ID %1. Error: %2"
"Error occurred while deleting Image with ID %1. Error: %2","Error occurred while deleting Image with ID %1. Error: %2"
Established,Établi
"Estimated Shipping","Livraison Estimée"
Examined,Examiné
Examining,Examiner
Executed,Exécuté
Exercise,Exercice
Experience,Expérience
Experiment,Expérience
Expired,Expired
"Expiry Date","Expiry Date"
"Expiry Date: %1","Expiry Date: %1"
"Expiry Date: 01 January 2021","Expiry Date: 01 January 2021"
"Expiry Notification Email Template","Expiry Notification Email Template"
Explored,Exploré
Exploring,Explorer
Export,Exporter
Extension,Extension
Extensions,Extensions
Factor,Facteur
"Failed to apply this gift card.","Failed to apply this gift card."
"Failed to create account from invoice.","Failed to create account from invoice."
"Failed to remove this gift card.","Failed to remove this gift card."
Fast,Rapide
Feature,Fonctionnalité
Feb,Feb
February,February
"Fee with id ""%1"" does not exist.","Fee with id ""%1"" does not exist."
Feedback,Retour
Feel,Sensation
Few,Peu
Field,Champ
"Field Name","Field Name"
"Field in, # of Quotes","Field in, # of Quotes"
"Fields information has been successfully updated","Fields information has been successfully updated"
File,Fichier
"File can not be saved because it is too big.","File can not be saved because it is too big."
"File can not be saved to the destination folder.","File can not be saved to the destination folder."
Final,Final
Finding,Trouver
Finish,Finir
"Finish Product Editing","Finish Product Editing"
Finished,Fini
First,Premier
"First Name",Prénom
Fixed,Réparé
Flush,Vider
Followed,Suivi
Following,Suivi
Footer,"Pied de page"
"Forgot Your Password?","Mot de passe oublié?"
"Form Completion Rate of [[category]]: [[value]]%","Form Completion Rate of [[category]]: [[value]]%"
"Form Completion Rate, %","Form Completion Rate, %"
Format,Format
Formatted,Formaté
Forward,Avant
Found,Trouvé
Fr,Fr
Fragment,Fragment
"Free Shipping","Livraison Gratuite"
Frequency,Fréquence
Frequently,Fréquemment
Fri,Fri
Friday,Friday
From,From
From:,From:
"From: %1","From: %1"
"From: Jane","From: Jane"
Frontend,Frontend
Full,Complet
Function,Fonction
Functioned,Fonctionné
Future,Futur
GIFTCARDCODE,GIFTCARDCODE
GIFT_XXX_XXX,GIFT_XXX_XXX
Gained,Gagné
General,Général
"General Information","General Information"
"General Settings","General Settings"
Generate,Générer
"Generate Gift Card Accounts in Bulk","Generate Gift Card Accounts in Bulk"
"Generate in Bulk","Generate in Bulk"
"Geo IP Location","Geo IP Location"
Geolocation,Geolocation
"Gift Card","Carte Cadeau"
"Gift Card ""%1"" cannot be redeemed for store credit.","Gift Card ""%1"" cannot be redeemed for store credit."
"Gift Card ""%1"" has already been redeemed for store credit.","Gift Card ""%1"" has already been redeemed for store credit."
"Gift Card ""%1"" was added.","Gift Card ""%1"" was added."
"Gift Card ""%1"" was removed.","Gift Card ""%1"" was removed."
"Gift Card %1","Gift Card %1"
"Gift Card %1 was removed.","Gift Card %1 was removed."
"Gift Card Account","Compte Carte Cadeau"
"Gift Card Account ID must be specified to download image.","Gift Card Account ID must be specified to download image."
"Gift Card Account with %1 ""%2"" is already exists.","Gift Card Account with %1 ""%2"" is already exists."
"Gift Card Accounts","Gift Card Accounts"
"Gift Card Already Applied","Carte cadeau déjà appliquée"
"Gift Card Amount","Montant de la Carte Cadeau"
"Gift Card Applied Successfully","Carte cadeau appliquée avec succès"
"Gift Card Balance","Solde de la Carte Cadeau"
"Gift Card Code","Code de Carte Cadeau"
"Gift Card Code Pools","Gift Card Code Pools"
"Gift Card Code Qty Applied On Checkout","Gift Card Code Qty Applied On Checkout"
"Gift Card Code Request Limitation","Gift Card Code Request Limitation"
"Gift Card Code is available","Gift Card Code is available"
"Gift Card Code is required","Le code de carte cadeau est obligatoire"
"Gift Card Credit Memo not found.","Gift Card Credit Memo not found."
"Gift Card Credit Memo with specified ID ""%1"" not found.","Gift Card Credit Memo with specified ID ""%1"" not found."
"Gift Card Details","Détails de la Carte Cadeau"
"Gift Card Discount","Réduction Carte Cadeau"
"Gift Card Expired","Carte cadeau expirée"
"Gift Card Fields","Gift Card Fields"
"Gift Card Image","Gift Card Image"
"Gift Card Images","Gift Card Images"
"Gift Card Information","Informations sur la Carte Cadeau"
"Gift Card Invoice not found.","Gift Card Invoice not found."
"Gift Card Invoice with specified ID ""%1"" not found.","Gift Card Invoice with specified ID ""%1"" not found."
"Gift Card Lifetime","Gift Card Lifetime"
"Gift Card Message","Gift Card Message"
"Gift Card Number","Numéro de Carte Cadeau"
"Gift Card Options","Gift Card Options"
"Gift Card Order not found.","Gift Card Order not found."
"Gift Card Order with specified ID ""%1"" not found.","Gift Card Order with specified ID ""%1"" not found."
"Gift Card Quote not found.","Gift Card Quote not found."
"Gift Card Quote with specified ID ""%1"" not found.","Gift Card Quote with specified ID ""%1"" not found."
"Gift Card Recipient","Gift Card Recipient"
"Gift Card Recipient Name","Gift Card Recipient Name"
"Gift Card Recipient Phone","Gift Card Recipient Phone"
"Gift Card Removed Successfully","Carte cadeau retirée avec succès"
"Gift Card Sender","Gift Card Sender"
"Gift Card Title","Gift Card Title"
"Gift Card account wasn't found in the quote","Gift Card account wasn't found in the quote"
"Gift Card max amount is %1","Gift Card max amount is %1"
"Gift Card min amount is %1","Gift Card min amount is %1"
"Gift Card processing error: %1","Gift Card processing error: %1"
"Gift Card was successfully removed.","Gift Card was successfully removed."
"Gift Card will be applied to your order","La carte cadeau sera appliquée à votre commande"
"Gift Cards","Gift Cards"
"Gift Code","Gift Code"
"Gift Code Accounts","Gift Code Accounts"
"Gift Code Pool Title","Gift Code Pool Title"
"Gift Code Qty","Gift Code Qty"
"Gift Codes","Gift Codes"
"Gift Message for %1 (optional)","Gift Message for %1 (optional)"
"Gift Message for This Order","Gift Message for This Order"
"Gift Messages","Gift Messages"
"Gift Wrap","Emballage cadeau"
"Gift Wrap Fee","Gift Wrap Fee"
"Gift card %1 balance does not have funds.","Gift card %1 balance does not have funds."
"Gift card %1 is expired.","Gift card %1 is expired."
"Gift card %1 is not enabled.","Gift card %1 is not enabled."
"Gift card %1 is used.","Gift card %1 is used."
"Gift card can't be applied. Maximum discount reached.","Gift card can't be applied. Maximum discount reached."
"Gift cards are applied at checkout","Les cartes cadeaux sont appliquées lors du paiement"
"Gift messages has been successfully updated","Gift messages has been successfully updated"
"Gift wrap %1","Gift wrap %1"
Global,Global
"Go Today","Go Today"
Goal,Objectif
Grade,Grade
"Grand Total","Total Général"
Graph,Graphique
Grid,Grille
Group,Groupe
Guarded,Gardé
"Guest checkout is disabled.","Guest checkout is disabled."
Guidance,Orientation
Guide,Guide
Half,Moitié
Handled,Géré
Header,En-tête
Heading,En-tête
"Heading Text Color","Heading Text Color"
Height,Hauteur
"Height (px)","Height (px)"
Help,Aide
Hide,Masquer
High,Élevé
Hint,Indice
"Hope this brightens your day!","Hope this brightens your day!"
"How it works: the concept is similar to caching. Initially, checkout page starts loading with bundling disabled, but as soon as all files are loaded, all js and html files get minified and merged into one, so that the next time the page loads faster.","How it works: the concept is similar to caching. Initially, checkout page starts loading with bundling disabled, but as soon as all files are loaded, all js and html files get minified and merged into one, so that the next time the page loads faster."
"How to use gift cards?","Comment utiliser les cartes cadeaux ?"
Hunting,Chasser
ID,ID
Icon,Icône
Identified,Identifié
Identifier,Identifiant
"If enabled, customers need to add Gift Card Codes to their accounts to use them on checkout or in the cart.","If enabled, customers need to add Gift Card Codes to their accounts to use them on checkout or in the cart."
"If you have an account, sign in with your email address.","Si vous avez un compte, connectez-vous avec votre adresse email."
"If you need a wider range of configurable attributes available for you to customize and fine-tune your checkout page, please get our extension 'Order Attributes'. Learn more <a target='_blank' href='%1'>here</a>.","If you need a wider range of configurable attributes available for you to customize and fine-tune your checkout page, please get our extension 'Order Attributes'. Learn more <a target='_blank' href='%1'>here</a>."
"If you need the full control over customer attributes,
                            you can obtain Customer Attributes extension","If you need the full control over customer attributes,
                            you can obtain Customer Attributes extension"
"If you need the full control over order attributes,
                        you can obtain Order Attributes extension","If you need the full control over order attributes,
                        you can obtain Order Attributes extension"
"If you want to perfrom a more complex configuration and need to have an advanced control over your order attributes, go to the settings page of Amasty Order Attributes module by clicking <a target='_blank' href='%1'>here</a>.","If you want to perfrom a more complex configuration and need to have an advanced control over your order attributes, go to the settings page of Amasty Order Attributes module by clicking <a target='_blank' href='%1'>here</a>."
Image,Image
"Image Id %1","Image Id %1"
"Image Size","Image Size"
"Image Thumbnail","Image Thumbnail"
"Image Title","Image Title"
"Image Upload","Image Upload"
"Image with specified ID ""%1"" not found.","Image with specified ID ""%1"" not found."
Immediately,Immédiatement
Impact,Impact
Implementation,Implémentation
Implemented,Implémenté
Import,Importer
Improved,Amélioré
Improvement,Amélioration
Inactive,Inactif
Included,Inclus
Incomplete,Incomplet
Incorporated,Incorporé
Indicator,Indicateur
Influence,Influence
Information,Information
Ingredient,Ingrédient
Initial,Initial
"Initial Code Value","Initial Code Value"
"Initial Value","Initial Value"
Initiated,Initié
Input,Entrée
"Input field","Input field"
Insecure,"Non sécurisé"
Inserted,Inséré
Inspected,Inspecté
Inspecting,Inspecter
Install,Installer
"Install Customer Attributes for Magento 2 by Amasty to unlock","Install Customer Attributes for Magento 2 by Amasty to unlock"
"Install Order Attributes for Magento 2 by Amasty to unlock","Install Order Attributes for Magento 2 by Amasty to unlock"
Installation,Installation
Installed,Installé
Instantly,Instantanément
Instruction,Instruction
"Insufficient Gift Card Balance","Solde de carte cadeau insuffisant"
Integrated,Intégré
Interface,Interface
Interrupted,Interrompu
Interval,Intervalle
Introduction,Introduction
Invalid,Invalide
"Invalid Gift Card Code","Code de carte cadeau invalide"
"Invalid Request","Invalid Request"
Investigated,Enquêté
Investigating,Enquêter
Invoiced,Invoiced
Irregularly,Irrégulièrement
Issue,Question
Issued,Émis
Item,Article
"Item in Cart","Item in Cart"
"Items Ordered","Items Ordered"
"Items in Cart","Items in Cart"
Jan,Jan
January,January
Job,Travail
Joined,Rejoint
Jul,Jul
July,July
Jun,Jun
June,June
Key,Clé
Kind,Genre
Knowledge,Connaissance
Label,Étiquette
Labeled,Étiqueté
Last,Dernier
"Last 30 days","Last 30 days"
"Last 7 days","Last 7 days"
"Last Name",Nom
